2018-05-23 00:10:28.102 | I | -[AppDelegate applicationWillEnterForeground:] | [line:227] | [MESSAGE] application will enter foreground
2018-05-23 00:10:28.102 | I | -[AppDelegate logMataData] | [line:164] | [MESSAGE] trial ID client100prod_1525443315
2018-05-23 00:10:28.103 | I | -[AppDelegate logMataData] | [line:165] | [MESSAGE] trial name 100prod
2018-05-23 00:10:28.103 | I | -[UIDeviceHardware platformString] | [line:30] | [MESSAGE] apple device internal version code iPhone10,6
2018-05-23 00:10:28.103 | I | -[AppDelegate logMataData] | [line:166] | [MESSAGE] Device Hardware iPhone X
2018-05-23 00:10:28.103 | I | -[AppDelegate logMataData] | [line:167] | [MESSAGE] OS Version 11.3.1
2018-05-23 00:10:28.103 | I | -[AppDelegate logMataData] | [line:168] | [MESSAGE] AiView build version 2018.3
2018-05-23 00:10:28.103 | I | -[AppDelegate logMataData] | [line:169] | [MESSAGE] device language en-US
2018-05-23 00:10:28.104 | I | -[AppDelegate logMataData] | [line:170] | [MESSAGE] device UUID CE41411A-EF46-4F7C-AA85-EE3C7C4C4986
2018-05-23 00:10:28.104 | I | -[AppDelegate logMataData] | [line:173] | [MESSAGE] Patient ID 000000leil
2018-05-23 00:10:28.105 | I | +[AIUtil hasInternetConnection] | [line:683] | [MESSAGE] has internet connnection = 1
2018-05-23 00:10:28.652 | D | -[AiViewSwitch startApp] | [line:156] | [MESSAGE] StartApp in AiViewSwitch
2018-05-23 00:10:28.653 | I | +[AIUtil checkPermission] | [line:1132] | [MESSAGE] camera access / mic access Authorized
2018-05-23 00:10:28.733 | I | -[DigitalClockVC viewDidLoad] | [line:138] | [MESSAGE] DigitalClockVC view did load
2018-05-23 00:10:28.767 | I | -[Transmission sendAll] | [line:80] | [MESSAGE] Transmission send all
2018-05-23 00:10:28.768 | I | -[Transmission sendAll] | [line:115] | [MESSAGE] Encrypting files
2018-05-23 00:10:28.789 | I | -[DigitalClockVC constructNextActionSchedulesAndQuestionnairesIfPossible] | [line:806] | [MESSAGE] constructNextActionSchedulesAndQuestionnairesIfPossible
2018-05-23 00:10:28.820 | I | -[DigitalClockVC showScreenBasedOnStatus] | [line:358] | [MESSAGE] show screen based on status
2018-05-23 00:10:28.820 | I | -[DigitalClockVC displayReminderView] | [line:515] | [MESSAGE] displayReminderView
2018-05-23 00:10:28.820 | I | -[DigitalClockVC showDigitalClockNormal] | [line:580] | [MESSAGE] showDigitalClockNormal
2018-05-23 00:10:28.840 | I | -[DigitalClockVC displayReminderView] | [line:515] | [MESSAGE] displayReminderView
2018-05-23 00:10:28.840 | I | -[DigitalClockVC showDigitalClockNormal] | [line:580] | [MESSAGE] showDigitalClockNormal
2018-05-23 00:10:28.846 | I | -[DigitalClockVC startPKVisitQuestionIfNecessary] | [line:721] | [MESSAGE] startPKVisitQuestionIfNecessary
