2018-06-05 16:10:22.999 | I | -[DigitalClockVC displayReminderView] | [line:515] | [MESSAGE] displayReminderView
2018-06-05 16:10:23.000 | I | -[DigitalClockVC showDigitalClockNormal] | [line:580] | [MESSAGE] showDigitalClockNormal
2018-06-05 16:10:23.075 | I | getQuestionnaire(questionnaireID:) | [line:128] | [MESSAGE] [API Gateway] Getting questionnaire succeeded. Questionnaire ID: client100prod_1525443315-1526411416794-c045df71-1d1b-4346-a3c5-4d3ff4b356f3. Name: VST and ANSA Day 14.
2018-06-05 16:10:23.090 | I | -[DigitalClockVC displayReminderView] | [line:515] | [MESSAGE] displayReminderView
2018-06-05 16:10:23.090 | I | -[DigitalClockVC showDigitalClockNormal] | [line:580] | [MESSAGE] showDigitalClockNormal
2018-06-05 16:10:23.123 | I | -[DigitalClockVC startPKVisitQuestionIfNecessary] | [line:721] | [MESSAGE] startPKVisitQuestionIfNecessary
2018-06-05 16:10:23.165 | I | -[DigitalClockVC showQuestionnaire] | [line:788] | [MESSAGE] showQuestionnaire
2018-06-05 16:10:23.299 | I | saveQuestionnaireToFile(questionnaire:) | [line:234] | [MESSAGE] [Questionnaire] Save questionnaire succeeded. Filename: client100prod_1525443315-1526411416794-c045df71-1d1b-4346-a3c5-4d3ff4b356f3.
2018-06-05 16:10:23.299 | I | -[DigitalClockVC constructNextActionSchedulesAndQuestionnairesIfPossible] | [line:806] | [MESSAGE] constructNextActionSchedulesAndQuestionnairesIfPossible
2018-06-05 16:10:23.818 | I | -[QuestionPageVC viewDidLoad] | [line:250] | [MESSAGE] Question page view did load. title: AiCure, class: AIQuestionPageTextInstructionViewController, answering
2018-06-05 16:10:23.819 | I | -[QuestionPageVC viewDidLoad] | [line:258] | [MESSAGE] Background recording is on.
2018-06-05 16:10:23.824 | I | -[AIFaceRecognitionCameraViewController viewDidLoad] | [line:43] | [MESSAGE] AIFaceRecognitionCameraViewController view did load
2018-06-05 16:10:23.824 | I | -[QuestionPageVC viewDidLoad] | [line:250] | [MESSAGE] Question page view did load. title: AiCure, class: AIFaceRecognitionCameraViewController, reviewing
2018-06-05 16:10:23.824 | I | -[QuestionPageVC viewDidLoad] | [line:283] | [MESSAGE] Background recording is off.
2018-06-05 16:10:24.542 | I | -[DigitalClockVC showScreenBasedOnStatus] | [line:358] | [MESSAGE] show screen based on status
2018-06-05 16:10:24.542 | I | -[DigitalClockVC displayReminderView] | [line:515] | [MESSAGE] displayReminderView
2018-06-05 16:10:24.542 | I | -[DigitalClockVC showDigitalClockNormal] | [line:580] | [MESSAGE] showDigitalClockNormal
2018-06-05 16:10:24.672 | I | -[DigitalClockVC displayReminderView] | [line:515] | [MESSAGE] displayReminderView
2018-06-05 16:10:24.672 | I | -[DigitalClockVC showDigitalClockNormal] | [line:580] | [MESSAGE] showDigitalClockNormal
2018-06-05 16:10:24.702 | I | -[DigitalClockVC startPKVisitQuestionIfNecessary] | [line:721] | [MESSAGE] startPKVisitQuestionIfNecessary
2018-06-05 16:10:25.223 | I | +[AINeuralNetworkConfigManager setCurrentMedicationName:shape:color:] | [line:93] | [MESSAGE] Set current medication name: , shape: (null), color: (null).
2018-06-05 16:10:25.319 | I | -[CameraEngine previewAndInitRecordVideo:recordAudio:videoName:CameraEngineScenario:] | [line:110] | [MESSAGE] Starting up server
2018-06-05 16:10:26.164 | I | -[StepsController goToCamera] | [line:531] | [MESSAGE] goToCamera
2018-06-05 16:10:26.166 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 16:10:26.166 | I | -[CameraEngine startCapture] | [line:187] | [MESSAGE] starting capture
2018-06-05 16:10:31.907 | I | -[QuestionPageVC audioPlayerDidFinishPlaying:successfully:] | [line:692] | [MESSAGE] Audio playback finished. Played URL file:///var/mobile/Containers/Data/Application/263DF61B-42A2-4179-97CD-5BD0FF575BF3/Library/Application%20Support/questionnaire/assets/6169607e-0269-4db7-b7b3-29b0d2977162_227.mp3. Successfully? 1
2018-06-05 16:10:32.479 | I | -[AIFaceRecognitionCameraViewController stopRecording] | [line:103] | [MESSAGE] AIFaceRecognitionCameraViewController stop recording
2018-06-05 16:10:32.480 | I | -[CameraEngine shutdown] | [line:504] | [MESSAGE] shutting down server
2018-06-05 16:10:32.856 | I | -[CameraEngine shutdown]_block_invoke | [line:510] | [MESSAGE] Capture completed
2018-06-05 16:10:33.487 | I | -[QuestionPageVC viewDidLoad] | [line:250] | [MESSAGE] Question page view did load. title: AiCure, class: AIQuestionPageTextInstructionViewController, answering
2018-06-05 16:10:33.506 | I | -[QuestionPageVC viewDidLoad] | [line:258] | [MESSAGE] Background recording is on.
2018-06-05 16:10:33.524 | I | -[AIFaceRecognitionCameraViewController viewDidLoad] | [line:43] | [MESSAGE] AIFaceRecognitionCameraViewController view did load
2018-06-05 16:10:33.527 | I | -[QuestionPageVC viewDidLoad] | [line:250] | [MESSAGE] Question page view did load. title: AiCure, class: AIFaceRecognitionCameraViewController, reviewing
2018-06-05 16:10:33.529 | I | -[QuestionPageVC viewDidLoad] | [line:283] | [MESSAGE] Background recording is off.
2018-06-05 16:10:34.397 | I | +[AINeuralNetworkConfigManager setCurrentMedicationName:shape:color:] | [line:93] | [MESSAGE] Set current medication name: , shape: (null), color: (null).
2018-06-05 16:10:34.505 | I | -[CameraEngine previewAndInitRecordVideo:recordAudio:videoName:CameraEngineScenario:] | [line:110] | [MESSAGE] Starting up server
2018-06-05 16:10:34.899 | I | -[StepsController goToCamera] | [line:531] | [MESSAGE] goToCamera
2018-06-05 16:10:34.902 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 16:10:34.902 | I | -[CameraEngine startCapture] | [line:187] | [MESSAGE] starting capture
2018-06-05 16:10:42.577 | I | -[QuestionPageVC audioPlayerDidFinishPlaying:successfully:] | [line:692] | [MESSAGE] Audio playback finished. Played URL file:///var/mobile/Containers/Data/Application/263DF61B-42A2-4179-97CD-5BD0FF575BF3/Library/Application%20Support/questionnaire/assets/67a97f58-5104-4e7b-85c3-91a78068b6aa_228.mp3. Successfully? 1
2018-06-05 16:10:43.139 | I | -[AIFaceRecognitionCameraViewController stopRecording] | [line:103] | [MESSAGE] AIFaceRecognitionCameraViewController stop recording
2018-06-05 16:10:43.139 | I | -[CameraEngine shutdown] | [line:504] | [MESSAGE] shutting down server
2018-06-05 16:10:43.311 | I | -[CameraEngine shutdown]_block_invoke | [line:510] | [MESSAGE] Capture completed
2018-06-05 16:10:43.894 | I | -[QuestionPageVC viewDidLoad] | [line:250] | [MESSAGE] Question page view did load. title: AiCure, class: AIQuestionPageTextInstructionViewController, answering
2018-06-05 16:10:43.901 | I | -[QuestionPageVC viewDidLoad] | [line:258] | [MESSAGE] Background recording is on.
2018-06-05 16:10:43.907 | I | -[AIFaceRecognitionCameraViewController viewDidLoad] | [line:43] | [MESSAGE] AIFaceRecognitionCameraViewController view did load
2018-06-05 16:10:43.908 | I | -[QuestionPageVC viewDidLoad] | [line:250] | [MESSAGE] Question page view did load. title: AiCure, class: AIFaceRecognitionCameraViewController, reviewing
2018-06-05 16:10:43.909 | I | -[QuestionPageVC viewDidLoad] | [line:283] | [MESSAGE] Background recording is off.
2018-06-05 16:10:44.624 | I | +[AINeuralNetworkConfigManager setCurrentMedicationName:shape:color:] | [line:93] | [MESSAGE] Set current medication name: , shape: (null), color: (null).
2018-06-05 16:10:44.720 | I | -[CameraEngine previewAndInitRecordVideo:recordAudio:videoName:CameraEngineScenario:] | [line:110] | [MESSAGE] Starting up server
2018-06-05 16:10:45.102 | I | -[StepsController goToCamera] | [line:531] | [MESSAGE] goToCamera
2018-06-05 16:10:45.120 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 16:10:45.124 | I | -[CameraEngine startCapture] | [line:187] | [MESSAGE] starting capture
2018-06-05 16:10:48.665 | I | -[QuestionPageVC audioPlayerDidFinishPlaying:successfully:] | [line:692] | [MESSAGE] Audio playback finished. Played URL file:///var/mobile/Containers/Data/Application/263DF61B-42A2-4179-97CD-5BD0FF575BF3/Library/Application%20Support/questionnaire/assets/ee781f4b-fd0a-48ce-9930-17a12625ae94_229.mp3. Successfully? 1
2018-06-05 16:10:49.687 | I | -[AIFaceRecognitionCameraViewController stopRecording] | [line:103] | [MESSAGE] AIFaceRecognitionCameraViewController stop recording
2018-06-05 16:10:49.687 | I | -[CameraEngine shutdown] | [line:504] | [MESSAGE] shutting down server
2018-06-05 16:10:49.909 | I | -[CameraEngine shutdown]_block_invoke | [line:510] | [MESSAGE] Capture completed
2018-06-05 16:10:50.395 | I | -[QuestionPageVC viewDidLoad] | [line:250] | [MESSAGE] Question page view did load. title: AiCure, class: AIQuestionPageTextInstructionViewController, answering
2018-06-05 16:10:50.403 | I | -[QuestionPageVC viewDidLoad] | [line:258] | [MESSAGE] Background recording is on.
2018-06-05 16:10:50.416 | I | -[AIFaceRecognitionCameraViewController viewDidLoad] | [line:43] | [MESSAGE] AIFaceRecognitionCameraViewController view did load
2018-06-05 16:10:50.419 | I | -[QuestionPageVC viewDidLoad] | [line:250] | [MESSAGE] Question page view did load. title: AiCure, class: AIFaceRecognitionCameraViewController, reviewing
2018-06-05 16:10:50.422 | I | -[QuestionPageVC viewDidLoad] | [line:283] | [MESSAGE] Background recording is off.
2018-06-05 16:10:51.130 | I | +[AINeuralNetworkConfigManager setCurrentMedicationName:shape:color:] | [line:93] | [MESSAGE] Set current medication name: , shape: (null), color: (null).
2018-06-05 16:10:51.243 | I | -[CameraEngine previewAndInitRecordVideo:recordAudio:videoName:CameraEngineScenario:] | [line:110] | [MESSAGE] Starting up server
2018-06-05 16:10:51.642 | I | -[StepsController goToCamera] | [line:531] | [MESSAGE] goToCamera
