2018-05-23 17:33:26.153 | I | -[AppDelegate application:didFinishLaunchingWithOptions:] | [line:186] | [MESSAGE] application Did Finish Launching
2018-05-23 17:33:26.186 | I | -[AppDelegate logMataData] | [line:164] | [MESSAGE] trial ID (null)
2018-05-23 17:33:26.186 | I | -[AppDelegate logMataData] | [line:165] | [MESSAGE] trial name pro
2018-05-23 17:33:26.187 | I | -[UIDeviceHardware platformString] | [line:30] | [MESSAGE] apple device internal version code iPhone10,6
2018-05-23 17:33:26.187 | I | -[AppDelegate logMataData] | [line:166] | [MESSAGE] Device Hardware iPhone X
2018-05-23 17:33:26.187 | I | -[AppDelegate logMataData] | [line:167] | [MESSAGE] OS Version 11.3.1
2018-05-23 17:33:26.187 | I | -[AppDelegate logMataData] | [line:168] | [MESSAGE] AiView build version 2018.3
2018-05-23 17:33:26.187 | I | -[AppDelegate logMataData] | [line:169] | [MESSAGE] device language en-US
2018-05-23 17:33:26.189 | I | -[AppDelegate logMataData] | [line:170] | [MESSAGE] device UUID C04C627B-BD6E-4B4A-9104-83D7305475CA
2018-05-23 17:33:26.190 | I | -[AppDelegate logMataData] | [line:173] | [MESSAGE] Patient ID (null)
2018-05-23 17:33:26.191 | I | +[AIUtil hasInternetConnection] | [line:683] | [MESSAGE] has internet connnection = 1
2018-05-23 17:33:26.382 | I | -[AppDelegate applicationWillResignActive:] | [line:201] | [MESSAGE] application Will Resign Active
2018-05-23 17:33:26.855 | D | -[AiViewSwitch startApp] | [line:156] | [MESSAGE] StartApp in AiViewSwitch
2018-05-23 17:33:26.892 | I | +[AIUtil checkPermission] | [line:1129] | [MESSAGE] camera access / mic access Not Determined
2018-05-23 17:33:26.944 | I | -[LoginVC viewDidLoad] | [line:72] | [MESSAGE] LoginVC view did load
2018-05-23 17:33:26.945 | I | +[AIUtil checkWifiConnection] | [line:705] | [MESSAGE] check wifi connection = CONNECT_WIFI
2018-05-23 17:33:35.269 | I | -[AppDelegate applicationWillResignActive:] | [line:201] | [MESSAGE] application Will Resign Active
2018-05-23 17:33:35.735 | I | -[AppDelegate applicationWillResignActive:] | [line:201] | [MESSAGE] application Will Resign Active
2018-05-23 17:33:59.638 | I | -[AppDelegate applicationWillResignActive:] | [line:201] | [MESSAGE] application Will Resign Active
2018-05-23 17:34:00.555 | I | -[AppDelegate application:didRegisterForRemoteNotificationsWithDeviceToken:] | [line:437] | [MESSAGE] Succeded to get APNS token data: <fc909559 2d16c91c 2262818a c9b3ae65 e4b8de0d 11cc2661 e33de189 ffe43564>
2018-05-23 17:34:00.555 | I | -[AppDelegate application:didRegisterForRemoteNotificationsWithDeviceToken:] | [line:443] | [MESSAGE] deviceToken:  fc9095592d16c91c2262818ac9b3ae65e4b8de0d11cc2661e33de189ffe43564
2018-05-23 17:34:44.748 | I | -[RelinkAction relinkWithUsername:code:] | [line:92] | [MESSAGE] relinkWithUsername C04C627B-BD6E-4B4A-9104-83D7305475CA url /backend/backend
2018-05-23 17:34:45.188 | I | -[RelinkAction update:task_name:] | [line:152] | [MESSAGE] relink transmission task_name routing, result 9999
2018-05-23 17:34:45.937 | I | -[RelinkAction update:task_name:] | [line:152] | [MESSAGE] relink transmission task_name Relink, result 9999
2018-05-23 17:34:46.065 | I | -[RelinkAction update:task_name:] | [line:152] | [MESSAGE] relink transmission task_name kiosk_dose_check, result 9999
2018-05-23 17:34:46.201 | I | -[TransmissionProtocol update:task_name:] | [line:65] | [MESSAGE] trial_setup 9999
2018-05-23 17:34:46.360 | I | -[TransmissionProtocol update:task_name:] | [line:65] | [MESSAGE] trial_setup_serialized 9999
2018-05-23 17:34:46.621 | I | -[TransmissionProtocol update:task_name:] | [line:65] | [MESSAGE] dose_protocol_sync 9999
2018-05-23 17:34:49.240 | E | loadUnsentQuestionnaires() | [line:463] | [MESSAGE] [Questionnaire] Load unsent questionnaire failed. Error Domain=NSCocoaErrorDomain Code=260 "The file “event” couldn’t be opened because there is no such file." UserInfo={NSURL=file:///var/mobile/Containers/Data/Application/EC0090B0-929B-48D8-9FC3-F5758282F5B2/Documents/event, NSFilePath=/var/mobile/Containers/Data/Application/EC0090B0-929B-48D8-9FC3-F5758282F5B2/Documents/event, NSUnderlyingError=0x1d025b150 {Error Domain=NSPOSIXErrorDomain Code=2 "No such file or directory"}}
2018-05-23 17:34:49.242 | E | sendUnsentQuestionnaires() | [line:485] | [MESSAGE] [Questionnaire] Send unsent questionnaire failed. Error Domain=NSCocoaErrorDomain Code=260 "The file “event” couldn’t be opened because there is no such file." UserInfo={NSURL=file:///var/mobile/Containers/Data/Application/EC0090B0-929B-48D8-9FC3-F5758282F5B2/Documents/event, NSFilePath=/var/mobile/Containers/Data/Application/EC0090B0-929B-48D8-9FC3-F5758282F5B2/Documents/event, NSUnderlyingError=0x1d025b930 {Error Domain=NSPOSIXErrorDomain Code=2 "No such file or directory"}}
