2018-05-24 11:29:05.362 | I | -[AppDelegate application:didFinishLaunchingWithOptions:] | [line:186] | [MESSAGE] application Did Finish Launching
2018-05-24 11:29:05.405 | I | -[AppDelegate logMataData] | [line:164] | [MESSAGE] trial ID (null)
2018-05-24 11:29:05.406 | I | -[AppDelegate logMataData] | [line:165] | [MESSAGE] trial name pro
2018-05-24 11:29:05.407 | I | -[UIDeviceHardware platformString] | [line:30] | [MESSAGE] apple device internal version code iPhone6,1
2018-05-24 11:29:05.407 | I | -[AppDelegate logMataData] | [line:166] | [MESSAGE] Device Hardware iPhone 5,5S
2018-05-24 11:29:05.407 | I | -[AppDelegate logMataData] | [line:167] | [MESSAGE] OS Version 10.3.3
2018-05-24 11:29:05.407 | I | -[AppDelegate logMataData] | [line:168] | [MESSAGE] AiView build version 2018.3
2018-05-24 11:29:05.407 | I | -[AppDelegate logMataData] | [line:169] | [MESSAGE] device language en-US
2018-05-24 11:29:05.412 | I | -[AppDelegate logMataData] | [line:170] | [MESSAGE] device UUID C4D56F20-C694-474C-862E-7EF33233379E
2018-05-24 11:29:05.413 | I | -[AppDelegate logMataData] | [line:173] | [MESSAGE] Patient ID (null)
2018-05-24 11:29:05.417 | I | +[AIUtil hasInternetConnection] | [line:683] | [MESSAGE] has internet connnection = 1
2018-05-24 11:29:06.165 | I | -[AppDelegate applicationWillResignActive:] | [line:201] | [MESSAGE] application Will Resign Active
2018-05-24 11:29:06.191 | D | -[AiViewSwitch startApp] | [line:156] | [MESSAGE] StartApp in AiViewSwitch
2018-05-24 11:29:06.220 | I | +[AIUtil checkPermission] | [line:1129] | [MESSAGE] camera access / mic access Not Determined
2018-05-24 11:29:06.403 | I | -[LoginVC viewDidLoad] | [line:72] | [MESSAGE] LoginVC view did load
2018-05-24 11:29:06.405 | I | +[AIUtil checkWifiConnection] | [line:705] | [MESSAGE] check wifi connection = CONNECT_WIFI
