2018-05-19 22:37:04.197 | I | -[AppDelegate applicationWillEnterForeground:] | [line:227] | [MESSAGE] application will enter foreground
2018-05-19 22:37:04.202 | I | -[AppDelegate logMataData] | [line:164] | [MESSAGE] trial ID (null)
2018-05-19 22:37:04.203 | I | -[AppDelegate logMataData] | [line:165] | [MESSAGE] trial name pro
2018-05-19 22:37:04.203 | I | -[UIDeviceHardware platformString] | [line:30] | [MESSAGE] apple device internal version code iPhone7,1
2018-05-19 22:37:04.203 | I | -[AppDelegate logMataData] | [line:166] | [MESSAGE] Device Hardware iPhone 6 PLUS
2018-05-19 22:37:04.204 | I | -[AppDelegate logMataData] | [line:167] | [MESSAGE] OS Version 11.3.1
2018-05-19 22:37:04.204 | I | -[AppDelegate logMataData] | [line:168] | [MESSAGE] AiView build version 2018.3
2018-05-19 22:37:04.204 | I | -[AppDelegate logMataData] | [line:169] | [MESSAGE] device language zh-Hans-US
2018-05-19 22:37:04.206 | I | -[AppDelegate logMataData] | [line:170] | [MESSAGE] device UUID FF259990-6104-4966-B64B-F2ABFD5E60A5
2018-05-19 22:37:04.208 | I | -[AppDelegate logMataData] | [line:173] | [MESSAGE] Patient ID (null)
2018-05-19 22:37:04.208 | I | +[AIUtil hasInternetConnection] | [line:683] | [MESSAGE] has internet connnection = 1
2018-05-19 22:37:04.781 | D | -[AiViewSwitch startApp] | [line:156] | [MESSAGE] StartApp in AiViewSwitch
2018-05-19 22:37:04.783 | I | +[AIUtil checkPermission] | [line:1132] | [MESSAGE] camera access / mic access Authorized
2018-05-19 22:37:04.854 | I | -[LoginVC viewDidLoad] | [line:72] | [MESSAGE] LoginVC view did load
2018-05-19 22:37:04.855 | I | +[AIUtil checkWifiConnection] | [line:710] | [MESSAGE] check wifi connection = CONNECT_3G
2018-05-19 22:37:45.102 | I | -[AppDelegate applicationWillResignActive:] | [line:201] | [MESSAGE] application Will Resign Active
2018-05-19 22:37:45.773 | I | -[AppDelegate cleanAlertDialog] | [line:369] | [MESSAGE] clean Alert Dialog
2018-05-19 22:38:13.059 | I | -[AppDelegate applicationWillEnterForeground:] | [line:227] | [MESSAGE] application will enter foreground
2018-05-19 22:38:13.062 | I | -[AppDelegate logMataData] | [line:164] | [MESSAGE] trial ID (null)
2018-05-19 22:38:13.063 | I | -[AppDelegate logMataData] | [line:165] | [MESSAGE] trial name pro
2018-05-19 22:38:13.063 | I | -[UIDeviceHardware platformString] | [line:30] | [MESSAGE] apple device internal version code iPhone7,1
2018-05-19 22:38:13.063 | I | -[AppDelegate logMataData] | [line:166] | [MESSAGE] Device Hardware iPhone 6 PLUS
2018-05-19 22:38:13.063 | I | -[AppDelegate logMataData] | [line:167] | [MESSAGE] OS Version 11.3.1
2018-05-19 22:38:13.063 | I | -[AppDelegate logMataData] | [line:168] | [MESSAGE] AiView build version 2018.3
2018-05-19 22:38:13.063 | I | -[AppDelegate logMataData] | [line:169] | [MESSAGE] device language zh-Hans-US
2018-05-19 22:38:13.064 | I | -[AppDelegate logMataData] | [line:170] | [MESSAGE] device UUID FF259990-6104-4966-B64B-F2ABFD5E60A5
2018-05-19 22:38:13.065 | I | -[AppDelegate logMataData] | [line:173] | [MESSAGE] Patient ID (null)
2018-05-19 22:38:13.065 | I | +[AIUtil hasInternetConnection] | [line:683] | [MESSAGE] has internet connnection = 1
2018-05-19 22:38:13.852 | D | -[AiViewSwitch startApp] | [line:156] | [MESSAGE] StartApp in AiViewSwitch
2018-05-19 22:38:13.854 | I | +[AIUtil checkPermission] | [line:1132] | [MESSAGE] camera access / mic access Authorized
2018-05-19 22:38:13.910 | I | -[LoginVC viewDidLoad] | [line:72] | [MESSAGE] LoginVC view did load
2018-05-19 22:38:13.911 | I | +[AIUtil checkWifiConnection] | [line:710] | [MESSAGE] check wifi connection = CONNECT_3G
2018-05-19 22:38:49.091 | I | -[LoginAction loginWithUsername:password:onView:] | [line:61] | [MESSAGE] login with username password
